FID,ANSI_ST,ANSI_CNTY,ANSI_ST_CO,CNTY_NAME,CFS07_AREA,CFS12_AREA,CFS07_TYPE,CFS12_TYPE,CFS07DDGEO,CFS07GEOID,CFS12GEOID,CFS07_NAME,CFS12_NAME
2737,12,051,12051,Hendry County,99999,99999,R,R,129,E330000US1299999999,E330000US1299999999,Remainder of Florida,Remainder of Florida
2738,48,361,48361,Orange County,13140,13140,M,M,482,E330000US4899913140,E330000US4899913140,"Beaumont-Port Arthur, TX CFS Area","Beaumont-Port Arthur, TX  CFS Area"
2739,48,437,48437,Swisher County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2740,48,331,48331,Milam County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2741,12,041,12041,Gilchrist County,99999,99999,R,R,129,E330000US1299999999,E330000US1299999999,Remainder of Florida,Remainder of Florida
2742,48,467,48467,Van Zandt County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2743,12,093,12093,Okeechobee County,99999,370,R,C,129,E330000US1299999999,E330000US1237000000,Remainder of Florida,"Miami-Fort Lauderdale-Port St. Lucie, FL  CFS Area"
2744,48,293,48293,Limestone County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2745,48,043,48043,Brewster County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2746,12,011,12011,Broward County,33100,370,M,C,122,E330000US1299933100,E330000US1237000000,"Miami-Fort Lauderdale-Pompano Beach, FL CFS Area","Miami-Fort Lauderdale-Port St. Lucie, FL  CFS Area"
2747,48,039,48039,Brazoria County,288,288,C,C,486,E330000US4828800000,E330000US4828800000,"Houston-Baytown-Huntsville, TX CFS Area","Houston-The Woodlands, TX  CFS Area"
2748,48,015,48015,Austin County,288,288,C,C,486,E330000US4828800000,E330000US4828800000,"Houston-Baytown-Huntsville, TX CFS Area","Houston-The Woodlands, TX  CFS Area"
2749,10,005,10005,Sussex County,99999,99999,R,R,100,E330000US1099999999,E330000US1099999999,Remainder of Delaware,Remainder of Delaware
2750,48,401,48401,Rusk County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2751,12,109,12109,St. Johns County,27260,300,M,C,121,E330000US1299927260,E330000US1230000000,"Jacksonville, FL CFS Area","Jacksonville-St. Marys-Palatka, FL-GA  CFS Area (FL Part)"
2752,48,303,48303,Lubbock County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2753,12,029,12029,Dixie County,99999,99999,R,R,129,E330000US1299999999,E330000US1299999999,Remainder of Florida,Remainder of Florida
2754,12,005,12005,Bay County,99999,99999,R,R,129,E330000US1299999999,E330000US1299999999,Remainder of Florida,Remainder of Florida
2755,12,045,12045,Gulf County,99999,99999,R,R,129,E330000US1299999999,E330000US1299999999,Remainder of Florida,Remainder of Florida
2756,12,043,12043,Glades County,99999,99999,R,R,129,E330000US1299999999,E330000US1299999999,Remainder of Florida,Remainder of Florida
2757,48,145,48145,Falls County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2758,02,270,02270,Wade Hampton Census Area,99999,99999,R,R,020,E330000US0299999999,E330000US0299999999,Remainder of Alaska,Remainder of Alaska
2759,12,083,12083,Marion County,99999,99999,R,R,129,E330000US1299999999,E330000US1299999999,Remainder of Florida,Remainder of Florida
2760,01,003,01003,Baldwin County,380,380,C,C,012,E330000US0138000000,E330000US0138000000,"Mobile-Daphne-Fairhope, AL CFS Area","Mobile-Daphne-Fairhope, AL  CFS Area"
2761,48,277,48277,Lamar County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2762,48,485,48485,Wichita County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2763,48,185,48185,Grimes County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2764,12,031,12031,Duval County,27260,300,M,C,121,E330000US1299927260,E330000US1230000000,"Jacksonville, FL CFS Area","Jacksonville-St. Marys-Palatka, FL-GA  CFS Area (FL Part)"
2765,48,493,48493,Wilson County,41700,41700,M,M,488,E330000US4899941700,E330000US4899941700,"San Antonio, TX CFS Area","San Antonio-New Braunfels, TX  CFS Area"
2766,12,079,12079,Madison County,99999,99999,R,R,129,E330000US1299999999,E330000US1299999999,Remainder of Florida,Remainder of Florida
2767,12,039,12039,Gadsden County,99999,99999,R,R,129,E330000US1299999999,E330000US1299999999,Remainder of Florida,Remainder of Florida
2768,12,097,12097,Osceola County,422,422,C,C,123,E330000US1242200000,E330000US1242200000,"Orlando-Deltona-Daytona Beach, FL CFS Area","Orlando-Deltona-Daytona Beach, FL  CFS Area"
2769,48,045,48045,Briscoe County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2770,12,071,12071,Lee County,99999,99999,R,R,129,E330000US1299999999,E330000US1299999999,Remainder of Florida,Remainder of Florida
2771,48,013,48013,Atascosa County,41700,41700,M,M,488,E330000US4899941700,E330000US4899941700,"San Antonio, TX CFS Area","San Antonio-New Braunfels, TX  CFS Area"
2772,48,503,48503,Young County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2773,12,127,12127,Volusia County,422,422,C,C,123,E330000US1242200000,E330000US1242200000,"Orlando-Deltona-Daytona Beach, FL CFS Area","Orlando-Deltona-Daytona Beach, FL  CFS Area"
2774,48,217,48217,Hill County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2775,12,115,12115,Sarasota County,99999,99999,R,R,129,E330000US1299999999,E330000US1299999999,Remainder of Florida,Remainder of Florida
2776,12,061,12061,Indian River County,99999,370,R,C,129,E330000US1299999999,E330000US1237000000,Remainder of Florida,"Miami-Fort Lauderdale-Port St. Lucie, FL  CFS Area"
2777,48,007,48007,Aransas County,204,204,C,C,483,E330000US4820400000,E330000US4820400000,"Corpus Christi-Kingsville, TX CFS Area","Corpus Christi-Kingsville-Alice, TX  CFS Area"
2778,48,363,48363,Palo Pinto County,206,206,C,C,484,E330000US4820600000,E330000US4820600000,"Dallas-Fort Worth, TX CFS Area","Dallas-Fort Worth, TX-OK  CFS Area (TX Part)"
2779,48,427,48427,Starr County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2780,48,211,48211,Hemphill County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2781,48,281,48281,Lampasas County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2782,48,035,48035,Bosque County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2783,48,027,48027,Bell County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2784,48,127,48127,Dimmit County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2785,48,107,48107,Crosby County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2786,12,091,12091,Okaloosa County,99999,99999,R,R,129,E330000US1299999999,E330000US1299999999,Remainder of Florida,Remainder of Florida
2787,48,295,48295,Lipscomb County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2788,48,489,48489,Willacy County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2789,12,081,12081,Manatee County,99999,99999,R,R,129,E330000US1299999999,E330000US1299999999,Remainder of Florida,Remainder of Florida
2790,17,095,17095,Knox County,99999,99999,R,R,179,E330000US1799999999,E330000US1799999999,Remainder of Illinois,Remainder of Illinois
2791,17,083,17083,Jersey County,476,476,C,C,172,E330000US1747600000,E330000US1747600000,"St. Louis-St. Charles-Farmington, MO-IL CFS Area (IL Part)","St. Louis-St. Charles-Farmington, MO-IL  CFS Area (IL Part)"
2792,12,087,12087,Monroe County,99999,99999,R,R,129,E330000US1299999999,E330000US1299999999,Remainder of Florida,Remainder of Florida
2793,48,009,48009,Archer County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2794,48,433,48433,Stonewall County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2795,48,325,48325,Medina County,41700,41700,M,M,488,E330000US4899941700,E330000US4899941700,"San Antonio, TX CFS Area","San Antonio-New Braunfels, TX  CFS Area"
2796,12,023,12023,Columbia County,99999,99999,R,R,129,E330000US1299999999,E330000US1299999999,Remainder of Florida,Remainder of Florida
2797,12,019,12019,Clay County,27260,300,M,C,121,E330000US1299927260,E330000US1230000000,"Jacksonville, FL CFS Area","Jacksonville-St. Marys-Palatka, FL-GA  CFS Area (FL Part)"
2798,12,107,12107,Putnam County,99999,300,R,C,129,E330000US1299999999,E330000US1230000000,Remainder of Florida,"Jacksonville-St. Marys-Palatka, FL-GA  CFS Area (FL Part)"
2799,48,239,48239,Jackson County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2800,48,367,48367,Parker County,206,206,C,C,484,E330000US4820600000,E330000US4820600000,"Dallas-Fort Worth, TX CFS Area","Dallas-Fort Worth, TX-OK  CFS Area (TX Part)"
2801,12,129,12129,Wakulla County,99999,99999,R,R,129,E330000US1299999999,E330000US1299999999,Remainder of Florida,Remainder of Florida
2802,48,227,48227,Howard County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2803,48,497,48497,Wise County,206,206,C,C,484,E330000US4820600000,E330000US4820600000,"Dallas-Fort Worth, TX CFS Area","Dallas-Fort Worth, TX-OK  CFS Area (TX Part)"
2804,12,059,12059,Holmes County,99999,99999,R,R,129,E330000US1299999999,E330000US1299999999,Remainder of Florida,Remainder of Florida
2805,12,033,12033,Escambia County,99999,99999,R,R,129,E330000US1299999999,E330000US1299999999,Remainder of Florida,Remainder of Florida
2806,12,035,12035,Flagler County,422,422,C,C,123,E330000US1242200000,E330000US1242200000,"Orlando-Deltona-Daytona Beach, FL CFS Area","Orlando-Deltona-Daytona Beach, FL  CFS Area"
2807,12,125,12125,Union County,99999,99999,R,R,129,E330000US1299999999,E330000US1299999999,Remainder of Florida,Remainder of Florida
2808,12,009,12009,Brevard County,99999,99999,R,R,129,E330000US1299999999,E330000US1299999999,Remainder of Florida,Remainder of Florida
2809,12,121,12121,Suwannee County,99999,99999,R,R,129,E330000US1299999999,E330000US1299999999,Remainder of Florida,Remainder of Florida
2810,22,093,22093,St. James Parish,99999,406,R,C,229,E330000US2299999999,E330000US2240600000,Remainder of Louisiana,"New Orleans-Metairie-Hammond, LA-MS  CFS Area (LA Part)"
2811,48,429,48429,Stephens County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2812,12,095,12095,Orange County,422,422,C,C,123,E330000US1242200000,E330000US1242200000,"Orlando-Deltona-Daytona Beach, FL CFS Area","Orlando-Deltona-Daytona Beach, FL  CFS Area"
2813,48,203,48203,Harrison County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2814,17,145,17145,Perry County,99999,99999,R,R,179,E330000US1799999999,E330000US1799999999,Remainder of Illinois,Remainder of Illinois
2815,12,085,12085,Martin County,99999,370,R,C,129,E330000US1299999999,E330000US1237000000,Remainder of Florida,"Miami-Fort Lauderdale-Port St. Lucie, FL  CFS Area"
2816,48,263,48263,Kent County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2817,37,183,37183,Wake County,450,450,C,C,373,E330000US3745000000,E330000US3745000000,"Raleigh-Durham-Cary, NC CFS Area","Raleigh-Durham-Chapel Hill, NC  CFS Area"
2818,21,139,21139,Livingston County,99999,99999,R,R,219,E330000US2199999999,E330000US2199999999,Remainder of Kentucky,Remainder of Kentucky
2819,48,003,48003,Andrews County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2820,48,419,48419,Shelby County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2821,08,005,08005,Arapahoe County,216,216,C,C,081,E330000US0821600000,E330000US0821600000,"Denver-Aurora-Boulder, CO CFS Area","Denver-Aurora, CO  CFS Area"
2822,09,011,09011,New London County,99999,99999,R,R,099,E330000US0999999999,E330000US0999999999,Remainder of Connecticut,Remainder of Connecticut
2823,12,089,12089,Nassau County,27260,300,M,C,121,E330000US1299927260,E330000US1230000000,"Jacksonville, FL CFS Area","Jacksonville-St. Marys-Palatka, FL-GA  CFS Area (FL Part)"
2824,48,339,48339,Montgomery County,288,288,C,C,486,E330000US4828800000,E330000US4828800000,"Houston-Baytown-Huntsville, TX CFS Area","Houston-The Woodlands, TX  CFS Area"
2825,48,487,48487,Wilbarger County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2826,12,017,12017,Citrus County,99999,99999,R,R,129,E330000US1299999999,E330000US1299999999,Remainder of Florida,Remainder of Florida
2827,12,067,12067,Lafayette County,99999,99999,R,R,129,E330000US1299999999,E330000US1299999999,Remainder of Florida,Remainder of Florida
2828,48,259,48259,Kendall County,41700,41700,M,M,488,E330000US4899941700,E330000US4899941700,"San Antonio, TX CFS Area","San Antonio-New Braunfels, TX  CFS Area"
2829,12,119,12119,Sumter County,422,422,C,C,123,E330000US1242200000,E330000US1242200000,"Orlando-Deltona-Daytona Beach, FL CFS Area","Orlando-Deltona-Daytona Beach, FL  CFS Area"
2830,12,133,12133,Washington County,99999,99999,R,R,129,E330000US1299999999,E330000US1299999999,Remainder of Florida,Remainder of Florida
2831,17,085,17085,Jo Daviess County,99999,99999,R,R,179,E330000US1799999999,E330000US1799999999,Remainder of Illinois,Remainder of Illinois
2832,01,087,01087,Macon County,99999,99999,R,R,019,E330000US0199999999,E330000US0199999999,Remainder of Alabama,Remainder of Alabama
2833,02,195,02195,Petersburg Borough,99999,99999,R,R,020,E330000US0299999999,E330000US0299999999,Remainder of Alaska,Remainder of Alaska
2834,48,113,48113,Dallas County,206,206,C,C,484,E330000US4820600000,E330000US4820600000,"Dallas-Fort Worth, TX CFS Area","Dallas-Fort Worth, TX-OK  CFS Area (TX Part)"
2835,48,097,48097,Cooke County,206,206,C,C,484,E330000US4820600000,E330000US4820600000,"Dallas-Fort Worth, TX CFS Area","Dallas-Fort Worth, TX-OK  CFS Area (TX Part)"
2836,48,159,48159,Franklin County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2837,48,047,48047,Brooks County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2838,12,065,12065,Jefferson County,99999,99999,R,R,129,E330000US1299999999,E330000US1299999999,Remainder of Florida,Remainder of Florida
2839,48,177,48177,Gonzales County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2840,12,113,12113,Santa Rosa County,99999,99999,R,R,129,E330000US1299999999,E330000US1299999999,Remainder of Florida,Remainder of Florida
2841,17,007,17007,Boone County,99999,99999,R,R,179,E330000US1799999999,E330000US1799999999,Remainder of Illinois,Remainder of Illinois
2842,11,001,11001,District of Columbia,47900,47900,M,M,111,E330000US1199947900,E330000US1154847900,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (DC Part)","Washington-Arlington-Alexandria, DC-VA-MD-WV  CFS Area (DC Part)"
2843,17,107,17107,Logan County,99999,99999,R,R,179,E330000US1799999999,E330000US1799999999,Remainder of Illinois,Remainder of Illinois
2844,17,071,17071,Henderson County,99999,99999,R,R,179,E330000US1799999999,E330000US1799999999,Remainder of Illinois,Remainder of Illinois
2845,12,047,12047,Hamilton County,99999,99999,R,R,129,E330000US1299999999,E330000US1299999999,Remainder of Florida,Remainder of Florida
2846,12,013,12013,Calhoun County,99999,99999,R,R,129,E330000US1299999999,E330000US1299999999,Remainder of Florida,Remainder of Florida
2847,08,014,08014,Broomfield County,216,216,C,C,081,E330000US0821600000,E330000US0821600000,"Denver-Aurora-Boulder, CO CFS Area","Denver-Aurora, CO  CFS Area"
2848,12,053,12053,Hernando County,45300,45300,M,M,124,E330000US1299945300,E330000US1299945300,"Tampa-St. Petersburg-Clearwater, FL CFS Area","Tampa-St. Petersburg-Clearwater, FL  CFS Area"
2849,48,307,48307,McCulloch County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2850,48,475,48475,Ward County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2851,48,163,48163,Frio County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2852,48,129,48129,Donley County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2853,48,313,48313,Madison County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
2854,17,103,17103,Lee County,99999,99999,R,R,179,E330000US1799999999,E330000US1799999999,Remainder of Illinois,Remainder of Illinois
2855,48,207,48207,Haskell County,99999,99999,R,R,489,E330000US4899999999,E330000US4899999999,Remainder of Texas,Remainder of Texas
